City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Maues,BR,-3.3836,-57.7186,90.43,52,64,3.0,broken clouds
348,Itarema,BR,-2.9248,-39.9167,88.97,53,75,15.7,broken clouds
349,Ostrovnoy,RU,68.0531,39.5131,29.88,85,100,16.4,light snow
350,Ligayan,PH,4.6533,119.4706,81.48,75,100,5.1,overcast clouds
351,Lokosovo,RU,61.1333,74.8167,43.18,88,97,12.41,light rain
352,Maragogi,BR,-9.0122,-35.2225,83.52,68,85,13.27,overcast clouds
353,Prince George,CA,53.9166,-122.753,40.62,90,92,1.01,overcast clouds
354,Mbanza-Ngungu,CD,-5.25,14.8667,74.19,80,97,2.64,light rain
355,Karratha,AU,-20.7377,116.8463,80.58,44,79,10.63,broken clouds
356,Rorvik,NO,64.8621,11.2373,45.61,64,100,8.08,light rain
357,Luanda,AO,-8.8368,13.2343,78.8,78,20,11.5,few clouds
358,Phangnga,TH,8.4509,98.5298,83.91,94,100,3.2,light rain
359,San Policarpo,PH,12.1791,125.5072,80.49,81,100,5.59,overcast clouds
360,Guerrero Negro,MX,27.9769,-114.0611,69.96,66,4,16.28,clear sky
361,Dolores,AR,-36.3132,-57.6792,65.25,66,89,12.3,overcast clouds
362,Arman,RU,59.7,150.1667,21.06,72,98,9.44,overcast clouds
363,Kayerkan,RU,69.3497,87.7602,20.08,94,98,7.11,overcast clouds
364,Axim,GH,4.8699,-2.2405,79.25,80,99,7.09,light rain
365,Te Anau,NZ,-45.4167,167.7167,49.96,95,100,0.34,light rain
366,Isangel,VU,-19.55,169.2667,75.16,87,85,10.98,overcast clouds
367,Valguarnera Caropepe,IT,37.4955,14.3888,66.0,97,100,5.7,overcast clouds
368,Mayo,US,38.8876,-76.5119,67.37,68,75,4.0,broken clouds
369,Kirakira,SB,-10.4544,161.9205,78.44,86,22,6.85,few clouds
370,Margate,GB,51.3813,1.3862,55.11,72,69,12.03,broken clouds
371,Brae,GB,60.3964,-1.353,51.71,91,100,24.81,overcast clouds
372,Los Llanos De Aridane,ES,28.6585,-17.9182,67.12,81,75,4.0,broken clouds
373,Ostersund,SE,63.1792,14.6357,36.05,93,75,10.36,broken clouds
374,Baykit,RU,61.67,96.37,33.55,86,99,10.11,overcast clouds
375,Manggar,ID,-2.8833,108.2667,80.15,76,67,0.69,broken clouds
376,Hualmay,PE,-11.0964,-77.6139,68.65,69,38,12.01,scattered clouds
377,Zyryanka,RU,65.75,150.85,-9.31,99,53,2.82,broken clouds
378,Ust-Tsilma,RU,65.441,52.1498,25.7,92,13,6.46,few clouds
379,Tsalenjikha,GE,42.6044,42.0682,46.62,81,0,3.8,clear sky
380,Nikolskoye,RU,59.7035,30.7861,37.87,91,100,9.04,light rain
381,Saint-Pierre,RE,-21.3393,55.4781,76.68,81,73,2.3,broken clouds
382,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,28.99,100,75,4.47,broken clouds
383,Bambanglipuro,ID,-7.95,110.2833,77.74,87,100,4.52,overcast clouds
384,Jiazi,CN,22.8779,116.067,66.97,76,90,9.04,overcast clouds
385,San Quintin,MX,30.4833,-115.95,66.65,72,42,14.79,scattered clouds
386,Avsyunino,RU,55.5652,39.1232,42.39,78,64,10.2,broken clouds
387,Bilibino,RU,68.0546,166.4372,-4.97,100,100,0.4,overcast clouds
388,Potsdam,DE,52.3989,13.0657,50.11,90,48,6.44,scattered clouds
389,Bom Jesus Do Galho,BR,-19.8289,-42.3161,81.19,60,78,7.4,broken clouds
390,Booue,GA,-0.0921,11.9385,75.83,86,80,2.21,broken clouds
391,Nosy Varika,MG,-20.5833,48.5333,76.59,90,38,10.76,scattered clouds
392,Vanavara,RU,60.34,102.2797,31.87,75,93,11.05,overcast clouds
393,Brainerd,US,46.358,-94.2008,47.23,61,75,3.44,broken clouds
394,Avera,US,33.194,-82.5271,72.28,45,0,5.77,clear sky
395,Wainwright,CA,52.839,-110.8572,33.71,55,100,17.36,overcast clouds
396,The Valley,AI,18.217,-63.0578,87.66,65,20,14.97,few clouds
397,Aquiraz,BR,-3.9014,-38.3911,91.22,57,76,13.02,broken clouds
398,Novyy Urengoy,RU,66.0833,76.6333,31.62,99,100,6.24,light snow
399,Tilichiki,RU,60.4667,166.1,5.76,87,95,7.96,overcast clouds
400,Oistins,BB,13.0667,-59.5333,87.89,62,40,24.16,scattered clouds
401,Port Hedland,AU,-20.3167,118.5667,77.05,41,63,9.22,broken clouds
402,Waitati,NZ,-45.75,170.5667,53.8,82,100,7.38,overcast clouds
403,Saint-Augustin,CA,51.226,-58.6502,41.43,86,100,16.84,overcast clouds
404,Sao Filipe,CV,14.8961,-24.4956,80.69,65,0,4.54,clear sky
405,Emilio Carranza,MX,19.9711,-96.6114,82.44,66,47,7.54,scattered clouds
406,Ivanovka,KG,42.8878,75.085,34.23,39,10,3.83,clear sky
407,Haines Junction,CA,60.7522,-137.5108,29.41,96,100,0.92,overcast clouds
408,Kwekwe,ZW,-18.9281,29.8149,83.44,28,63,6.08,broken clouds
409,Dzerzhinskoye,RU,56.8344,95.2283,39.54,56,100,12.03,overcast clouds
410,Fort Nelson,CA,58.8053,-122.7002,37.71,69,20,2.01,few clouds
411,Peniche,PT,39.3558,-9.3811,76.48,63,96,9.66,overcast clouds
412,Van,TR,38.4924,43.3831,43.95,65,0,4.61,clear sky
413,Meulaboh,ID,4.1363,96.1285,77.14,89,93,3.09,overcast clouds
414,Cabildo,AR,-38.4842,-61.8954,66.24,17,79,19.1,broken clouds
415,Shaunavon,CA,49.6501,-108.4181,40.78,66,98,20.07,overcast clouds
416,Uyo,NG,5.0333,7.9266,74.59,89,69,3.22,broken clouds
417,Madaoua,NE,14.073,5.96,88.41,38,79,8.55,broken clouds
418,Batesville,US,35.7698,-91.641,74.95,54,1,10.0,clear sky
419,Shu,KZ,43.5983,73.7614,47.23,50,17,1.61,few clouds
420,Eyl,SO,7.9803,49.8164,79.03,75,5,10.83,clear sky
421,Leningradskiy,RU,69.3833,178.4167,9.03,88,100,8.88,overcast clouds
422,Bathsheba,BB,13.2167,-59.5167,88.41,62,40,24.16,scattered clouds
423,Kargasok,RU,59.0556,80.8572,44.1,90,100,17.56,light rain
424,Tiarei,PF,-17.5333,-149.3333,75.22,91,100,10.94,light rain
425,Nanortalik,GL,60.1432,-45.2371,36.77,72,25,6.31,scattered clouds
426,Pemangkat,ID,1.1667,108.9667,79.34,78,98,2.08,overcast clouds
427,Ihosy,MG,-22.4,46.1167,75.88,16,0,6.55,clear sky
428,Si Racha,TH,13.1737,100.9311,81.9,88,77,10.51,broken clouds
429,San Juan,AR,-31.5375,-68.5364,73.42,22,0,9.69,clear sky
430,Minab,IR,27.1467,57.0801,81.9,49,0,0.98,clear sky
431,Carballo,ES,43.213,-8.691,61.77,76,100,3.6,overcast clouds
432,Alekseyevka,RU,50.6309,38.6903,48.65,51,57,8.63,broken clouds
433,Marshall,US,34.3834,-86.3333,71.71,64,1,0.0,clear sky
434,Katsuura,JP,35.1333,140.3,57.31,59,25,10.29,scattered clouds
435,Pundaguitan,PH,6.3711,126.1689,82.29,75,100,2.01,overcast clouds
436,Fengzhen,CN,40.4394,113.1536,41.2,47,10,2.73,clear sky
437,Bell Ville,AR,-32.6259,-62.6887,73.67,36,82,15.03,broken clouds
438,Corpus Christi,US,27.8006,-97.3964,86.18,78,40,3.0,scattered clouds
439,Tezu,IN,27.9167,96.1667,70.68,75,14,3.56,few clouds
440,Saldus,LV,56.6636,22.4881,40.98,81,98,11.7,overcast clouds
441,Aparecida Do Taboado,BR,-20.0867,-51.0936,94.69,33,0,11.1,clear sky
442,Aksarka,RU,66.5606,67.7975,29.57,93,98,9.98,overcast clouds
443,Ravar,IR,31.2656,56.8055,59.95,16,0,3.13,clear sky
444,Walvis Bay,NA,-22.9575,14.5053,63.09,76,0,24.36,clear sky
445,Harper,LR,4.375,-7.7169,79.48,84,100,8.14,light rain
446,Lublin,PL,51.0,23.0,42.39,75,81,13.09,broken clouds
447,Belaya Gora,RU,68.5333,146.4167,-12.32,96,79,4.23,broken clouds
448,San Jose,US,37.3394,-121.895,63.64,74,40,5.75,scattered clouds
449,Goya,AR,-29.14,-59.2626,65.1,93,100,9.48,overcast clouds
450,Qui Nhon,VN,13.7667,109.2333,74.39,96,100,10.92,overcast clouds
451,Pantai Remis,MY,4.4557,100.6288,78.82,91,100,5.53,overcast clouds
452,Tynda,RU,55.1667,124.7167,30.74,87,18,2.24,few clouds
453,Porto Novo,BJ,6.4965,2.6036,76.55,89,96,4.68,light rain
454,Kargalinskaya,RU,43.7417,46.4792,54.54,80,0,5.26,clear sky
455,Atenas De San Cristobal,HN,15.6833,-87.3167,89.73,89,40,4.61,scattered clouds
456,Helong,CN,42.5397,128.9972,35.64,69,0,5.19,clear sky
457,Awjilah,LY,29.1081,21.2869,78.94,27,3,7.85,clear sky
458,Sorong,ID,-0.8833,131.25,79.02,83,42,7.31,light rain
459,Naze,JP,28.3667,129.4833,67.96,73,83,18.21,broken clouds
460,Waipawa,NZ,-41.4122,175.5153,54.23,82,90,3.6,overcast clouds
461,Riohacha,CO,11.5444,-72.9072,90.61,56,25,16.53,scattered clouds
462,Dryden,CA,49.7833,-92.7503,37.69,93,75,5.75,broken clouds
463,Antofagasta,CL,-23.65,-70.4,63.68,64,23,11.39,few clouds
464,Mandal,IN,25.45,74.5667,70.9,61,0,7.0,clear sky
465,Port Macquarie,AU,-31.4333,152.9167,64.89,95,21,4.9,few clouds
466,Puerto Palomas,MX,31.7667,-107.6167,72.73,22,0,14.16,clear sky
467,Myaundzha,RU,63.0494,147.1858,-9.58,98,59,3.69,broken clouds
468,Burnie,AU,-41.0667,145.9167,50.94,71,96,10.96,overcast clouds
469,Inzhavino,RU,52.3185,42.4937,46.94,83,90,8.57,light rain
470,Port Blair,IN,11.6667,92.75,80.31,78,88,1.63,overcast clouds
471,Blind River,CA,46.1834,-82.9582,50.25,56,21,5.55,few clouds
472,Nandi Hills,KE,0.1066,35.1838,57.6,87,90,4.5,overcast clouds
473,Santa Maria,BR,-29.6842,-53.8069,66.43,95,100,6.6,light rain
474,Gagnoa,CI,6.1293,-5.9437,76.28,95,100,3.53,moderate rain
475,Vrangel,RU,42.7297,133.0839,46.74,59,0,6.76,clear sky
476,Quatre Cocos,MU,-20.2078,57.7625,75.09,79,17,10.33,few clouds
477,Norman Wells,CA,65.282,-126.8329,29.93,90,71,3.85,broken clouds
478,Jalu,LY,29.0331,21.5482,78.48,28,1,8.52,clear sky
479,Hondo,JP,32.45,130.2,61.75,61,8,10.13,clear sky
480,Kidal,ML,18.4411,1.4078,97.77,14,75,6.53,broken clouds
481,Pacific Grove,US,36.6177,-121.9166,60.91,84,1,1.99,clear sky
482,Micheweni,TZ,-4.9667,39.8333,77.5,77,95,8.72,overcast clouds
483,Zapadnaya Dvina,RU,56.259,32.0745,38.23,96,99,11.63,light rain
484,Mana,GF,5.6592,-53.7767,83.5,78,100,7.16,moderate rain
485,Akyab,MM,20.15,92.9,77.83,80,98,5.08,overcast clouds
486,Annamalainagar,IN,11.4,79.7333,80.8,80,65,8.19,broken clouds
487,Zhigansk,RU,66.7697,123.3711,21.34,95,100,16.75,snow
488,Anandnagar,IN,27.1,83.2833,74.7,79,53,4.81,broken clouds
489,Broken Hill,AU,-31.95,141.4333,51.85,55,0,15.68,clear sky
490,Astana,KZ,51.1801,71.446,49.95,76,75,22.37,broken clouds
491,Almeirim,BR,-1.5233,-52.5817,90.27,50,37,4.45,heavy intensity rain
492,Ayan,RU,56.45,138.1667,40.15,73,90,14.41,overcast clouds
493,Sisimiut,GL,66.9395,-53.6735,22.89,93,100,13.51,light snow
494,Yellowknife,CA,62.456,-114.3525,42.42,84,95,17.0,overcast clouds
495,Ilulissat,GL,69.2167,-51.1,19.42,79,90,21.85,light snow
496,Lac Du Bonnet,CA,50.2536,-96.0612,40.21,63,12,4.47,few clouds
497,Aleksandrov Gay,RU,50.147,48.5704,56.5,67,100,9.08,overcast clouds
498,Intipuca,SV,13.1969,-88.0544,94.77,61,93,3.33,overcast clouds
499,Namatanai,PG,-3.6667,152.4333,78.8,81,47,7.36,scattered clouds
500,Sept-Iles,CA,50.2001,-66.3821,49.05,98,90,5.01,light intensity drizzle
501,Brokopondo,SR,4.75,-55.1667,85.66,68,41,6.53,scattered clouds
502,Afonso Bezerra,BR,-5.4983,-36.5056,96.76,34,54,11.95,broken clouds
503,Marystown,CA,47.1666,-55.1483,61.86,100,100,5.01,light rain
504,Erenhot,CN,43.6475,111.9767,44.15,35,20,6.33,few clouds
505,Khandyga,RU,62.6667,135.6,-0.9,99,53,1.86,broken clouds
506,Kutum,SD,14.2,24.6667,83.12,21,10,10.22,clear sky
507,Eskisehir,TR,39.7767,30.5206,57.07,62,0,9.22,clear sky
508,Vyazemskiy,RU,47.5378,134.7525,38.52,71,0,9.06,clear sky
509,Yabrud,SY,33.9674,36.6574,60.46,64,1,4.14,clear sky
510,Obanazawa,JP,38.6033,140.4019,47.23,81,89,2.86,overcast clouds
511,Lusambo,CD,-4.9667,23.45,79.88,62,98,2.04,overcast clouds
512,Beitbridge,ZW,-22.2167,30.0,96.62,18,0,9.35,clear sky
513,Bangassou,CF,4.7413,22.8184,75.83,78,75,1.43,broken clouds
514,Digby,CA,44.6169,-65.7655,63.7,80,100,5.12,overcast clouds
515,Bamenda,CM,5.9527,10.1582,65.43,94,94,1.19,light rain
516,Qarqin,AF,37.4185,66.0436,53.29,24,0,3.6,clear sky
517,West Wendover,US,40.7391,-114.0733,45.61,71,90,4.61,light rain
518,Balaipungut,ID,1.05,101.2833,79.21,95,61,0.87,broken clouds
519,Ishigaki,JP,24.3448,124.1572,76.48,65,98,16.15,overcast clouds
520,Sindor,RU,62.8629,51.8905,30.27,89,96,5.84,overcast clouds
521,Pinega,RU,64.7001,43.3936,21.96,95,64,3.29,broken clouds
522,Yumbing,PH,9.2393,124.6578,78.85,84,100,7.52,moderate rain
523,Flinders,AU,-34.5833,150.8552,65.21,88,75,5.01,broken clouds
524,Krechevitsy,RU,58.617,31.401,38.44,96,100,6.42,overcast clouds
525,Kununurra,AU,-15.7667,128.7333,78.78,89,2,6.91,clear sky
526,Upata,VE,8.0086,-62.3989,81.97,68,86,7.23,overcast clouds
527,Elk City,US,35.412,-99.4043,77.22,57,1,14.97,clear sky
528,Labuhan,ID,-6.8844,112.2051,80.51,77,93,9.15,overcast clouds
529,Sabang,ID,5.8933,95.3214,81.59,76,90,4.94,moderate rain
530,Seguela,CI,7.9611,-6.6731,81.81,73,99,3.96,light rain
531,Aswan,EG,24.0934,32.907,81.9,23,0,11.52,clear sky
532,Cavalcante,BR,-13.7975,-47.4583,87.42,42,100,4.52,overcast clouds
533,Sobolevo,RU,54.4299,31.8996,42.53,68,97,15.46,overcast clouds
534,Funtua,NG,11.5233,7.3081,71.19,83,93,14.32,light rain
535,Waddan,LY,29.1614,16.139,86.56,16,87,9.53,overcast clouds
536,Russell,US,32.3502,-85.1999,70.99,50,1,0.0,clear sky
537,Lerik,AZ,38.7726,48.4128,44.24,82,93,1.97,overcast clouds
538,Changli,CN,39.7042,119.1506,47.39,62,0,4.72,clear sky
539,Angoche,MZ,-16.2325,39.9086,77.16,75,15,16.67,few clouds
540,Les Escoumins,CA,48.1111,-69.0236,40.35,65,100,4.94,overcast clouds
541,Sfantu Gheorghe,RO,45.8667,25.7833,49.93,74,54,5.48,broken clouds
542,Mezen,RU,65.8522,44.24,28.63,91,86,2.8,overcast clouds
543,Luang Prabang,LA,19.8856,102.1347,69.12,91,91,1.77,overcast clouds
544,Wasilla,US,61.5814,-149.4394,41.36,72,75,5.99,broken clouds
545,Tawau,MY,4.2498,117.8871,77.13,84,98,4.29,overcast clouds
546,Esqueda,MX,30.7167,-109.5833,72.75,27,0,9.84,clear sky
547,Pasco,US,28.292,-82.4165,88.21,58,86,1.99,overcast clouds
548,Staraya Kulatka,RU,52.7167,47.6167,48.31,78,97,2.84,moderate rain
549,Saint Andrews,US,34.0454,-81.1293,74.3,50,1,1.99,clear sky
550,Skibbereen,IE,51.55,-9.2667,55.2,94,100,26.22,overcast clouds
551,Arlit,NE,18.7369,7.3853,95.31,10,50,5.3,scattered clouds
552,Barao De Melgaco,BR,-16.1944,-55.9675,97.32,28,26,11.59,scattered clouds
553,Yeniseysk,RU,58.4497,92.1703,35.55,95,100,13.4,light rain
554,Brownwood,US,31.7093,-98.9912,81.21,57,1,17.27,clear sky
555,Zhanakorgan,KZ,43.9098,67.2495,49.89,36,17,7.07,few clouds
556,Rincon,US,32.296,-81.2354,78.76,50,1,8.05,clear sky
557,Smithers,CA,54.7804,-127.1743,41.22,81,99,3.36,overcast clouds
558,Roma,US,43.2128,-75.4557,53.38,67,75,1.01,broken clouds
559,Iquitos,PE,-3.7481,-73.2472,91.44,62,75,6.91,broken clouds
560,Atar,MR,20.5169,-13.0499,94.8,9,3,4.32,clear sky
561,Darhan,MN,49.4867,105.9228,36.25,49,22,1.72,few clouds
562,Sayyan,YE,15.1718,44.3244,60.1,24,64,10.8,broken clouds
563,Krasnoarmeysk,RU,51.0239,45.6969,50.29,73,100,13.4,overcast clouds
564,Ndele,CF,8.4109,20.6473,67.91,92,86,6.33,moderate rain
565,San Jose Pinula,GT,14.5461,-90.4114,73.92,71,75,4.61,broken clouds
566,Mantua,IT,45.1667,10.7833,64.71,85,72,1.99,broken clouds
567,Houston,US,29.7633,-95.3633,85.55,75,75,4.0,broken clouds
568,Nioki,CD,-2.7167,17.6833,74.61,94,63,3.71,broken clouds
569,Campeche,MX,19.0,-90.5,90.27,44,89,4.65,overcast clouds
570,Kouqian,CN,43.6391,126.4578,39.52,63,0,5.88,clear sky
571,Los Algarrobos,PA,8.5,-82.4333,86.45,74,40,5.75,scattered clouds
572,Acapulco,MX,16.8634,-99.8901,75.02,94,90,13.8,overcast clouds
573,Bilma,NE,18.6853,12.9164,90.09,12,5,8.43,clear sky
574,Aitape,PG,-3.1374,142.3475,77.77,87,67,5.23,broken clouds
575,San Cristobal,VE,7.7669,-72.225,80.78,58,82,6.2,broken clouds
576,Ginda,IN,30.6945,78.4932,49.71,81,0,6.53,clear sky
577,Manaia,NZ,-39.55,174.1333,52.81,77,100,13.31,overcast clouds
578,Jardim,BR,-21.4803,-56.1381,99.55,31,23,18.07,few clouds
579,Virginia Beach,US,36.8529,-75.978,74.01,62,40,9.22,scattered clouds
580,Gushi,CN,34.6425,109.5843,51.73,75,24,3.24,light rain
581,Lagos,NG,6.5833,3.75,79.12,91,98,5.79,light rain
582,Pasaje,EC,-3.3333,-79.8167,80.31,66,97,6.58,overcast clouds
583,Itoman,JP,26.1247,127.6694,73.42,60,75,9.22,broken clouds
584,Shenjiamen,CN,29.9576,122.298,65.14,59,100,9.33,overcast clouds
585,Otane,NZ,-39.8833,176.6333,55.0,72,100,4.5,overcast clouds
586,La Ronge,CA,55.1001,-105.2842,37.45,69,17,16.4,few clouds
587,Abu Dhabi,AE,24.4667,54.3667,86.11,66,0,6.91,clear sky
588,Yanam,IN,16.7333,82.2167,75.43,94,62,2.77,light rain
589,Verkhnyaya Balkariya,RU,43.1279,43.4573,43.72,66,6,6.15,clear sky
590,Hami,CN,42.8,93.45,50.34,39,100,6.04,overcast clouds
591,Barranca,PE,-10.75,-77.7667,67.39,70,85,12.1,overcast clouds
592,Grootfontein,NA,-19.5667,18.1167,83.16,14,3,10.63,clear sky
593,Yar-Sale,RU,66.8333,70.8333,30.54,92,100,8.84,overcast clouds
594,Malanje,AO,-9.5402,16.341,73.67,66,98,2.37,overcast clouds
595,Pochutla,MX,15.7432,-96.4661,75.81,82,97,1.99,overcast clouds
596,Letterkenny,IE,54.95,-7.7333,54.19,92,100,14.5,moderate rain
597,Rocha,UY,-34.4833,-54.3333,59.23,80,100,0.76,moderate rain
598,Ust-Kulom,RU,61.6864,53.6902,37.83,96,100,9.04,overcast clouds
599,Dickinson,US,29.4608,-95.0513,85.05,71,75,4.0,broken clouds
600,Oranjestad,AW,12.524,-70.027,91.35,58,40,21.85,scattered clouds
601,Nortelandia,BR,-14.4547,-56.8028,99.57,33,99,8.28,overcast clouds
602,Dholka,IN,22.7167,72.4667,80.98,68,0,8.34,clear sky
603,Morris,US,40.8334,-74.5329,57.61,70,75,1.01,broken clouds
604,Sola,VU,-13.8833,167.55,81.0,76,19,15.93,few clouds
605,Tacuarembo,UY,-31.7333,-55.9833,59.58,93,100,2.24,overcast clouds
606,Luba,GQ,3.4568,8.5547,78.28,85,94,4.65,overcast clouds
607,Nioro,GM,13.35,-15.75,90.93,34,55,4.18,broken clouds
608,Kamaishi,JP,39.2667,141.8833,45.14,71,3,5.77,clear sky
609,San Andres,CO,12.5847,-81.7006,83.07,78,36,13.76,scattered clouds
610,Barmer,IN,25.75,71.3833,79.66,57,9,16.44,clear sky
611,Kiunga,PG,-6.1219,141.2906,73.31,94,95,2.33,overcast clouds
612,Gazli,UZ,40.1333,63.45,54.48,28,0,14.7,clear sky
613,Touros,BR,-5.1989,-35.4608,88.7,55,33,12.64,scattered clouds
614,Nantucket,US,41.2835,-70.0995,63.25,79,49,11.3,scattered clouds
615,Parana,AR,-31.732,-60.5238,73.54,62,100,11.97,overcast clouds
616,Hokitika,NZ,-42.7167,170.9667,55.11,82,100,1.07,overcast clouds
617,Angol,CL,-37.8,-72.7167,61.32,40,62,4.68,broken clouds
618,Vikulovo,RU,56.8167,70.6107,47.28,75,58,17.65,broken clouds
619,Souillac,MU,-20.5167,57.5167,75.36,80,4,10.49,clear sky
620,Magadan,RU,59.5667,150.8,23.95,74,94,11.81,overcast clouds
621,Korgen,NO,66.0771,13.8153,31.17,96,74,3.98,broken clouds
622,Belen,TR,36.4891,36.2233,62.74,68,0,14.97,clear sky
623,Half Moon Bay,US,37.4636,-122.4286,62.83,81,40,1.01,mist
624,Merauke,ID,-8.4667,140.3333,77.65,78,70,11.48,broken clouds
625,Sohbatpur,PK,28.5202,68.5434,79.59,16,0,6.73,clear sky
626,Manaus,BR,-3.1019,-60.025,86.5,70,40,4.61,scattered clouds
627,Tabou,CI,4.423,-7.3528,79.2,85,93,7.94,light rain
628,Eregli,TR,37.5133,34.0467,55.83,22,0,1.66,clear sky
629,Mamlyutka,KZ,54.9375,68.5394,48.69,74,48,17.6,scattered clouds
630,Muzhi,RU,65.3667,64.6667,29.95,75,61,14.14,broken clouds
631,Praya,CV,14.9215,-23.5087,86.54,51,0,16.11,clear sky
632,Sur,OM,22.5667,59.5289,82.11,59,0,1.7,clear sky
633,Orizatlan,MX,21.1833,-98.6167,79.14,70,99,2.77,overcast clouds
634,Vila,PT,42.0304,-8.1588,54.34,72,100,3.02,overcast clouds
635,Slonim,BY,53.0867,25.3219,42.49,82,87,12.93,overcast clouds
636,Sulangan,PH,11.1373,123.7228,81.79,76,100,6.55,overcast clouds
637,Dauphin,CA,51.1494,-100.0502,39.34,75,90,11.5,overcast clouds
638,Mitu,CO,1.1983,-70.1733,87.01,65,76,3.42,broken clouds
639,Dorado,PR,18.4588,-66.2677,92.17,60,40,16.11,scattered clouds
640,Henties Bay,NA,-22.116,14.2845,62.85,78,0,15.55,clear sky
641,Galveston,US,29.3669,-94.9669,85.05,66,81,5.01,broken clouds
642,Yarim,YE,14.298,44.3779,57.52,28,83,11.14,broken clouds
643,Aliaga,PH,15.5167,120.8667,75.09,86,100,0.89,overcast clouds
644,Yarada,IN,17.65,83.2667,82.72,89,75,2.3,mist
645,Yatou,CN,37.15,122.3833,50.22,63,17,1.9,few clouds
646,Barra Do Garcas,BR,-15.89,-52.2567,95.58,41,75,6.91,broken clouds
647,Nacala,MZ,-14.5428,40.6728,76.01,78,43,12.71,scattered clouds
648,Okhotsk,RU,59.3833,143.3,16.81,79,74,12.86,broken clouds
649,Flin Flon,CA,54.7682,-101.865,36.75,78,100,9.26,overcast clouds
650,Sunndalsora,NO,62.6754,8.5515,43.45,85,95,10.33,overcast clouds
651,Tiruchchendur,IN,8.4833,78.1167,81.64,77,76,17.02,broken clouds
652,Nyurba,RU,63.2842,118.3319,36.7,86,100,10.76,overcast clouds
653,Sungairaya,ID,0.7,108.9,79.05,82,100,2.86,overcast clouds
654,Panaba,MX,21.2833,-88.2667,85.62,68,89,3.4,overcast clouds
655,Ust-Kuyga,RU,70.0167,135.6,-5.06,100,91,1.88,overcast clouds
656,Kuusamo,FI,65.9667,29.1833,23.04,93,0,8.05,clear sky
657,Uusikaupunki,FI,60.8004,21.4084,32.52,73,52,12.84,broken clouds
658,Eatonton,US,33.3268,-83.3885,74.23,59,0,3.71,clear sky
659,Chegdomyn,RU,51.1167,133.0167,25.92,97,9,2.75,clear sky
660,Kodinsk,RU,58.6881,99.1844,35.42,66,99,10.92,overcast clouds
661,Salihorsk,BY,52.7876,27.5415,42.84,71,81,14.5,broken clouds
662,Xiaoweizhai,CN,26.1903,107.5125,51.55,82,94,3.74,light rain
663,Susaki,JP,33.3667,133.2833,52.18,72,0,5.75,clear sky
664,Takoradi,GH,4.8845,-1.7554,79.05,81,94,8.03,overcast clouds
665,Paita,PE,-5.0892,-81.1144,70.54,73,100,9.44,overcast clouds
666,Karatuzskoye,RU,53.6072,92.8667,34.63,83,98,5.59,overcast clouds
667,Poltavka,RU,54.3663,71.7632,51.39,63,82,17.45,broken clouds
668,Nokia,FI,61.4667,23.5,31.01,86,20,1.01,few clouds
669,Teguise,ES,29.0605,-13.564,71.82,57,75,18.41,broken clouds
670,Arcachon,FR,44.5875,-1.0519,59.32,44,0,4.61,clear sky
671,Starogard Gdanski,PL,53.964,18.5264,42.89,100,24,6.96,light rain
672,Berlevag,NO,70.8578,29.0864,35.28,70,100,17.87,light rain
673,Tuatapere,NZ,-46.1333,167.6833,50.97,97,100,0.89,light rain
674,Cockburn Town,TC,21.4612,-71.1419,83.28,66,33,18.07,scattered clouds
675,Mehamn,NO,71.0357,27.8492,35.6,63,100,18.03,overcast clouds
676,Lorengau,PG,-2.0226,147.2712,80.28,81,97,8.39,overcast clouds
